ID,Gender,Age,Education_Level,Job_Role,Experience_Years,Region,Salary_LPA
5495,Female,35,Graduate,Software Engineer,8,Rural,5.08
5496,Female,23,Graduate,Data Analyst,1,Metro,3.31
5497,Male,31,PhD,Research Scholar,0,Metro,5.2
5498,Male,27,Graduate,Software Engineer,3,Metro,6.2
5499,Female,21,Graduate,Teacher,1,Metro,1.74
5500,Male,43,Postgraduate,Consultant,4,Tier-2,6.35
5501,Female,36,Postgraduate,Manager,8,Metro,14.48
5502,Male,35,Graduate,HR Executive,14,Tier-2,6.44
5503,Male,33,Graduate,HR Executive,5,Metro,4.73
5504,Male,22,12th Pass,Sales Executive,1,Metro,2.75
5505,Female,28,Graduate,Data Analyst,4,Metro,3.82
5506,Female,37,PhD,Research Scholar,10,Tier-2,5.35
5507,Female,24,Graduate,Software Engineer,0,Metro,4.76
5508,Female,21,Graduate,Data Analyst,0,Metro,3.67
5509,Male,30,Graduate,Software Engineer,7,Metro,9.29
5510,Female,31,Postgraduate,HR Executive,3,Tier-2,3.26
5511,Female,32,Graduate,HR Executive,1,Metro,3.16
5512,Female,37,Graduate,Technician,16,Rural,3.48
5513,Male,36,Graduate,Technician,6,Tier-2,2.2
5514,Female,33,Postgraduate,Data Analyst,1,Metro,4.01
5515,Female,40,Graduate,Technician,12,Tier-2,3.95
5516,Female,21,12th Pass,Sales Executive,1,Metro,1.9
5517,Male,35,Graduate,Teacher,3,Rural,1.53
5518,Female,36,PhD,Research Scholar,9,Metro,6.42
5519,Female,23,Graduate,Software Engineer,2,Metro,4.59
5520,Male,21,Graduate,Teacher,0,Tier-2,2.74
5521,Male,26,Postgraduate,Consultant,1,Tier-2,5.06
5522,Male,27,Graduate,HR Executive,0,Tier-2,2.63
5523,Female,37,Postgraduate,Data Analyst,2,Rural,3.14
5524,Female,27,Graduate,Teacher,0,Metro,1.5
5525,Male,26,Graduate,Software Engineer,3,Metro,7.37
5526,Female,27,Postgraduate,Consultant,7,Metro,8.89
5527,Male,39,Postgraduate,Consultant,11,Rural,9.69
5528,Male,32,Graduate,Technician,3,Rural,1.65
5529,Male,30,Graduate,Data Analyst,9,Rural,4.46
5530,Male,31,Postgraduate,Teacher,6,Metro,3.58
5531,Female,41,Postgraduate,Data Analyst,9,Metro,6.15
5532,Other,26,Graduate,Teacher,1,Metro,1.55
5533,Male,41,Graduate,HR Executive,21,Metro,9.69
5534,Female,33,PhD,Teacher,5,Metro,3.47
5535,Female,30,Postgraduate,Manager,6,Metro,13.13
5536,Male,49,PhD,Teacher,27,Metro,8.72
5537,Male,24,Graduate,Software Engineer,0,Metro,5.42
5538,Female,29,Graduate,Sales Executive,0,Metro,1.5
5539,Female,23,Graduate,Software Engineer,2,Metro,5.03
5540,Male,38,Postgraduate,Data Analyst,17,Tier-2,8.17
5541,Male,43,Graduate,Sales Executive,13,Metro,4.94
5542,Female,43,Graduate,Teacher,10,Tier-2,3.68
5543,Male,40,Graduate,Teacher,1,Metro,3.31
5544,Female,30,Postgraduate,Data Analyst,4,Tier-2,4.4
5545,Male,29,Graduate,Data Analyst,0,Metro,4.54
5546,Male,21,Graduate,Technician,0,Metro,2.62
5547,Male,46,PhD,Consultant,1,Tier-2,6.57
5548,Male,35,Postgraduate,Consultant,15,Rural,10.83
5549,Male,28,Graduate,HR Executive,5,Metro,6.06
5550,Male,41,PhD,Research Scholar,2,Metro,4.42
5551,Female,25,Graduate,Sales Executive,3,Rural,1.5
5552,Male,34,Graduate,Teacher,0,Metro,2.62
5553,Female,30,PhD,Research Scholar,4,Metro,4.4
5554,Female,36,Graduate,Data Analyst,7,Rural,3.2
5555,Female,31,Postgraduate,HR Executive,2,Tier-2,2.56
5556,Male,21,12th Pass,Technician,1,Metro,3.26
5557,Female,32,Postgraduate,Consultant,0,Rural,4.12
5558,Female,39,Postgraduate,Data Analyst,4,Tier-2,3.55
5559,Male,31,Graduate,Teacher,0,Metro,3.54
5560,Male,37,Postgraduate,Data Analyst,10,Tier-2,7.05
5561,Male,24,Postgraduate,HR Executive,4,Metro,4.18
5562,Male,31,Graduate,Data Analyst,8,Tier-2,5.92
5563,Female,27,Graduate,Technician,4,Rural,2.49
5564,Female,37,Graduate,Technician,1,Metro,3
5565,Female,32,Postgraduate,Consultant,12,Tier-2,10.19
5566,Male,36,Postgraduate,Teacher,11,Metro,4.2
5567,Female,39,PhD,Teacher,13,Metro,5.14
5568,Female,36,Graduate,Data Analyst,4,Tier-2,3.93
5569,Male,33,Graduate,Teacher,10,Tier-2,3.04
5570,Female,25,Graduate,Technician,1,Rural,1.5
5571,Male,31,Graduate,Sales Executive,3,Rural,2.41
5572,Male,28,Postgraduate,HR Executive,1,Tier-2,2.56
5573,Female,29,PhD,Consultant,3,Metro,7.51
5574,Female,29,Graduate,Teacher,3,Metro,3.1
5575,Male,25,Postgraduate,Manager,2,Metro,10.56
5576,Female,21,12th Pass,Technician,0,Metro,1.9
5577,Male,27,PhD,Research Scholar,1,Tier-2,5.1
5578,Female,33,Graduate,Technician,10,Tier-2,3.46
5579,Male,22,Graduate,Teacher,1,Tier-2,2.75
5580,Other,32,Graduate,Software Engineer,9,Rural,5.34
5581,Female,45,PhD,Research Scholar,21,Metro,8.69
5582,Male,39,Graduate,Sales Executive,5,Metro,3.99
5583,Female,43,Graduate,Technician,0,Tier-2,2.24
5584,Female,34,Postgraduate,Data Analyst,12,Tier-2,5.39
5585,Male,40,Graduate,Sales Executive,20,Metro,6.96
5586,Female,26,Postgraduate,Manager,3,Metro,10.39
5587,Other,27,PhD,Research Scholar,5,Metro,4.94
5588,Male,21,Graduate,Data Analyst,1,Tier-2,4.31
5589,Male,40,Postgraduate,HR Executive,19,Rural,5.66
5590,Male,42,Graduate,Software Engineer,20,Metro,15.35
5591,Male,28,Postgraduate,Consultant,3,Metro,8.81
5592,Male,30,Postgraduate,Data Analyst,6,Metro,6.34
5593,Male,26,Postgraduate,Teacher,1,Metro,2.75
5594,Other,34,Graduate,HR Executive,5,Metro,4.69
5595,Female,39,Postgraduate,Teacher,13,Metro,3.49
5596,Female,21,12th Pass,Sales Executive,1,Metro,3.3
5597,Other,34,Graduate,Technician,5,Metro,2.06
5598,Male,30,Graduate,Technician,3,Tier-2,1.59
5599,Female,32,Graduate,HR Executive,11,Metro,5.81
5600,Male,35,Graduate,HR Executive,7,Tier-2,5.2
5601,Female,30,Graduate,Sales Executive,10,Rural,2.64
5602,Male,31,Postgraduate,Consultant,2,Metro,6.29
5603,Male,30,Graduate,Sales Executive,7,Metro,3.26
5604,Male,38,PhD,Consultant,12,Metro,13.64
5605,Female,34,Graduate,Technician,1,Metro,1.5
5606,Female,33,Graduate,HR Executive,5,Metro,4.26
5607,Male,23,Graduate,Sales Executive,3,Tier-2,2.03
5608,Male,29,Postgraduate,Consultant,0,Metro,5.63
5609,Female,38,Postgraduate,Teacher,5,Metro,2.9
5610,Male,32,Postgraduate,Manager,8,Tier-2,13.51
5611,Female,36,Graduate,Software Engineer,14,Metro,10.41
5612,Male,44,Postgraduate,Data Analyst,12,Metro,8.48
5613,Male,39,Postgraduate,Manager,17,Tier-2,19.32
5614,Male,32,Graduate,Data Analyst,10,Metro,8.88
5615,Female,28,Postgraduate,Manager,0,Tier-2,7.14
5616,Male,21,Graduate,Software Engineer,1,Rural,3.46
5617,Male,30,Graduate,Teacher,4,Tier-2,2.95
5618,Female,29,Postgraduate,Consultant,5,Metro,8.27
5619,Male,34,PhD,Research Scholar,0,Metro,4
5620,Male,30,Postgraduate,Manager,6,Metro,14.03
5621,Female,29,Graduate,Technician,3,Rural,2.38
5622,Female,21,Graduate,Data Analyst,1,Rural,2.55
5623,Male,25,Graduate,Data Analyst,0,Metro,3.08
5624,Male,35,Graduate,Data Analyst,14,Rural,6.96
5625,Male,44,Graduate,Sales Executive,5,Metro,3.5
5626,Female,31,Postgraduate,Consultant,8,Metro,9.88
5627,Female,34,PhD,Consultant,0,Metro,5.53
5628,Female,38,Postgraduate,Teacher,17,Metro,5.34
5629,Female,26,PhD,Teacher,5,Rural,1.72
5630,Male,34,Graduate,Teacher,14,Metro,5.2
5631,Male,26,Graduate,Software Engineer,3,Tier-2,5.04
5632,Female,38,Postgraduate,Data Analyst,8,Rural,4.38
5633,Male,33,PhD,Research Scholar,13,Tier-2,6.22
5634,Female,34,Postgraduate,Data Analyst,2,Metro,4.42
5635,Male,26,Graduate,Data Analyst,0,Tier-2,2.32
5636,Male,36,Graduate,Technician,10,Metro,3.65
5637,Female,46,Graduate,HR Executive,0,Tier-2,2.35
5638,Female,24,Graduate,Sales Executive,3,Metro,3.87
5639,Female,29,Graduate,Sales Executive,8,Tier-2,3.53
5640,Female,33,PhD,Consultant,8,Tier-2,8.91
5641,Male,37,Postgraduate,Manager,4,Tier-2,10.63
5642,Female,28,Postgraduate,Teacher,1,Rural,2.21
5643,Female,21,12th Pass,Technician,0,Metro,1.5
5644,Male,41,Graduate,Software Engineer,12,Metro,11.63
5645,Female,37,Postgraduate,HR Executive,12,Metro,7.05
5646,Female,21,Graduate,Software Engineer,1,Metro,4.98
5647,Female,27,Postgraduate,Manager,4,Metro,11.94
5648,Female,42,PhD,Consultant,9,Metro,10.92
5649,Female,42,Postgraduate,Data Analyst,9,Tier-2,5.93
5650,Male,38,Graduate,Teacher,6,Rural,1.9
5651,Male,30,Graduate,Teacher,5,Metro,2.86
5652,Female,32,Postgraduate,Manager,4,Metro,10.98
5653,Female,31,Postgraduate,Consultant,3,Metro,7.83
5654,Male,39,Graduate,Data Analyst,6,Metro,5.89
5655,Male,25,Graduate,HR Executive,3,Tier-2,4.03
5656,Male,26,Graduate,Software Engineer,1,Metro,5.1
5657,Female,39,PhD,Research Scholar,9,Tier-2,5.87
5658,Male,31,Graduate,HR Executive,9,Metro,5.66
5659,Female,41,Graduate,HR Executive,20,Rural,5.86
5660,Male,27,Postgraduate,HR Executive,7,Rural,3.96
5661,Female,31,Postgraduate,Manager,11,Rural,10.36
5662,Female,25,Postgraduate,Data Analyst,4,Metro,5.05
5663,Female,32,PhD,Research Scholar,11,Metro,5.88
5664,Male,21,Graduate,Technician,1,Metro,3.39
5665,Female,28,Postgraduate,Manager,5,Tier-2,9.54
5666,Male,21,12th Pass,Technician,1,Metro,3.27
5667,Male,36,Postgraduate,Consultant,11,Tier-2,10.9
5668,Male,37,Postgraduate,Manager,10,Tier-2,13.66
5669,Male,21,Graduate,Teacher,1,Tier-2,1.95
5670,Male,41,PhD,Teacher,0,Tier-2,2.59
5671,Female,49,Postgraduate,Data Analyst,1,Metro,3.96
5672,Male,32,Postgraduate,Consultant,6,Metro,9.88
5673,Female,27,Graduate,HR Executive,6,Tier-2,4.77
5674,Male,51,Graduate,Software Engineer,31,Rural,14.39
5675,Other,22,12th Pass,Technician,0,Tier-2,1.5
5676,Male,32,Graduate,Sales Executive,10,Tier-2,3.58
5677,Male,33,Postgraduate,Manager,9,Rural,10.24
5678,Male,41,Graduate,Software Engineer,16,Metro,13.22
5679,Female,34,Postgraduate,Consultant,1,Rural,3.35
5680,Female,28,Postgraduate,Teacher,3,Metro,2.58
5681,Female,25,Graduate,HR Executive,1,Metro,4.2
5682,Male,29,Graduate,Sales Executive,3,Metro,3.17
5683,Male,24,Graduate,Software Engineer,2,Metro,5.85
5684,Male,32,PhD,Research Scholar,2,Metro,4.76
5685,Male,28,Graduate,Data Analyst,4,Metro,4.44
5686,Female,21,Graduate,Software Engineer,0,Metro,3.64
5687,Male,40,Graduate,Software Engineer,7,Metro,8.8
5688,Male,28,Postgraduate,Data Analyst,4,Metro,5.47
5689,Male,23,Graduate,Teacher,3,Tier-2,1.95
5690,Male,30,Graduate,Data Analyst,6,Metro,5.83
5691,Female,32,Postgraduate,HR Executive,10,Metro,6.03
5692,Male,21,Graduate,Technician,1,Metro,3.2
5693,Male,34,Graduate,Sales Executive,4,Metro,3.06
5694,Female,24,Graduate,Software Engineer,3,Rural,3.46
5695,Male,43,Graduate,HR Executive,14,Tier-2,7.06
5696,Male,35,Graduate,Teacher,2,Tier-2,2.37
5697,Female,29,PhD,Research Scholar,6,Metro,6.43
5698,Other,26,Postgraduate,Data Analyst,6,Metro,4.41
5699,Female,31,Postgraduate,Consultant,1,Metro,6.46
5700,Female,36,Graduate,Teacher,5,Tier-2,1.92
5701,Female,31,Graduate,Sales Executive,9,Tier-2,3.72
5702,Male,30,PhD,Research Scholar,2,Rural,3.22
5703,Male,32,Graduate,Technician,3,Metro,1.96
5704,Female,27,Postgraduate,Data Analyst,6,Metro,5.59
5705,Male,29,Graduate,Software Engineer,2,Metro,5.91
5706,Male,21,Graduate,Software Engineer,0,Tier-2,3.97
5707,Female,38,Graduate,Data Analyst,18,Metro,9.88
5708,Male,34,Graduate,Sales Executive,10,Metro,4.84
5709,Male,26,Postgraduate,Manager,6,Rural,9.69
5710,Female,45,PhD,Consultant,25,Tier-2,16.32
5711,Female,32,PhD,Research Scholar,5,Metro,5.88
5712,Male,24,Postgraduate,Data Analyst,1,Metro,4.2
5713,Male,37,Postgraduate,HR Executive,11,Tier-2,5.8
5714,Male,34,Postgraduate,Manager,2,Tier-2,8.51
5715,Male,34,Postgraduate,Data Analyst,5,Tier-2,4.27
5716,Female,29,Postgraduate,Teacher,3,Metro,2.22
5717,Female,35,Postgraduate,Manager,12,Rural,10.57
5718,Male,30,Postgraduate,Teacher,3,Tier-2,3.42
5719,Female,35,Postgraduate,Data Analyst,9,Rural,4.87
5720,Female,21,Graduate,Teacher,1,Metro,2.39
5721,Female,28,Postgraduate,Manager,1,Metro,8.49
5722,Male,44,Graduate,Technician,13,Metro,5.62
5723,Male,26,Graduate,Sales Executive,3,Rural,2.55
5724,Female,27,Graduate,Technician,2,Metro,1.5
5725,Other,28,Graduate,Technician,3,Metro,2.37
5726,Male,23,Graduate,Sales Executive,2,Metro,3.2
5727,Female,21,Graduate,Data Analyst,0,Tier-2,1.88
5728,Female,30,Postgraduate,Manager,4,Rural,6.77
5729,Female,32,PhD,Research Scholar,7,Tier-2,4.86
5730,Male,31,Graduate,HR Executive,6,Tier-2,3.55
5731,Female,30,PhD,Research Scholar,9,Rural,3.63
5732,Female,32,Postgraduate,Consultant,8,Metro,9.4
5733,Female,39,Graduate,Data Analyst,16,Rural,6.55
5734,Female,30,Postgraduate,HR Executive,9,Metro,6.17
5735,Male,27,PhD,Research Scholar,4,Metro,5.78
5736,Male,30,Graduate,HR Executive,2,Metro,4.17
5737,Male,36,Postgraduate,Data Analyst,7,Metro,6.93
5738,Male,41,PhD,Teacher,13,Metro,5.01
5739,Male,27,Graduate,Software Engineer,1,Metro,4.3
5740,Male,32,Postgraduate,Manager,6,Metro,14.7
5741,Female,34,Postgraduate,Manager,1,Metro,8.18
5742,Female,25,Graduate,Sales Executive,2,Metro,2.57
5743,Male,32,Postgraduate,Data Analyst,5,Rural,4.35
5744,Female,21,12th Pass,Technician,1,Rural,1.5
5745,Male,21,Graduate,Software Engineer,0,Rural,3.53
5746,Male,34,Graduate,Teacher,13,Tier-2,3.32
5747,Female,29,Graduate,Software Engineer,4,Tier-2,6
5748,Male,33,Postgraduate,Consultant,12,Tier-2,12.22
5749,Female,31,Graduate,Software Engineer,3,Tier-2,5.55
5750,Male,25,Graduate,Teacher,3,Metro,3.42
5751,Female,31,Postgraduate,Consultant,3,Metro,6.55
5752,Male,23,Postgraduate,Data Analyst,2,Metro,5.45
5753,Male,41,PhD,Research Scholar,17,Tier-2,8.14
5754,Male,22,Graduate,Data Analyst,0,Tier-2,3.15
5755,Female,30,PhD,Teacher,1,Metro,2.14
5756,Male,24,Postgraduate,Data Analyst,3,Metro,4.32
5757,Male,35,Postgraduate,Data Analyst,0,Metro,3.67
5758,Male,29,Graduate,Teacher,5,Tier-2,2.59
5759,Male,28,Graduate,Software Engineer,3,Metro,7.3
5760,Male,37,Postgraduate,HR Executive,17,Metro,7.71
5761,Male,32,PhD,Consultant,2,Metro,7.44
5762,Other,35,Postgraduate,Data Analyst,6,Tier-2,4.7
5763,Male,25,Postgraduate,Teacher,5,Rural,1.53
5764,Male,22,12th Pass,Technician,2,Rural,1.5
5765,Other,32,Graduate,Teacher,5,Metro,1.93
5766,Male,29,Graduate,HR Executive,7,Metro,5.99
5767,Female,36,PhD,Research Scholar,7,Metro,5.53
5768,Male,31,Graduate,Software Engineer,5,Metro,8.65
5769,Female,33,PhD,Consultant,0,Tier-2,4.6
5770,Female,21,12th Pass,Technician,1,Metro,2.39
5771,Male,45,Postgraduate,HR Executive,12,Tier-2,6.92
5772,Male,30,Postgraduate,Manager,6,Metro,13.46
5773,Male,36,PhD,Consultant,12,Rural,9.59
5774,Female,26,Graduate,Data Analyst,2,Metro,3.98
5775,Male,34,Graduate,Software Engineer,3,Metro,5.44
5776,Other,22,12th Pass,Sales Executive,2,Tier-2,2.72
5777,Female,35,PhD,Consultant,11,Tier-2,10.28
5778,Male,29,Graduate,Data Analyst,5,Tier-2,5.49
5779,Female,32,Graduate,Data Analyst,11,Rural,5.45
5780,Male,36,Postgraduate,Data Analyst,15,Metro,9.72
5781,Male,23,Graduate,Technician,1,Metro,3.3
5782,Male,27,Postgraduate,Data Analyst,5,Rural,3.9
5783,Male,35,PhD,Consultant,2,Metro,8.52
5784,Male,46,Postgraduate,Manager,15,Metro,20.31
5785,Male,31,PhD,Teacher,10,Tier-2,2.74
5786,Female,36,Postgraduate,Data Analyst,3,Tier-2,2.99
5787,Female,31,Graduate,Sales Executive,4,Metro,2.29
5788,Other,45,PhD,Consultant,8,Metro,9.29
5789,Female,21,Graduate,Teacher,1,Metro,1.5
5790,Female,32,Postgraduate,HR Executive,2,Metro,3.12
5791,Male,21,Graduate,Technician,1,Rural,1.5
5792,Male,21,Graduate,HR Executive,1,Metro,3.88
5793,Male,34,Graduate,Sales Executive,0,Metro,1.84
5794,Male,32,Postgraduate,Data Analyst,2,Tier-2,3.63
5795,Female,30,Postgraduate,HR Executive,9,Tier-2,3.95
5796,Female,31,Postgraduate,Manager,11,Tier-2,13.15
5797,Female,53,Graduate,Sales Executive,6,Metro,2.78
5798,Male,30,PhD,Consultant,1,Rural,3.82
5799,Female,35,Graduate,HR Executive,2,Metro,3.31
5800,Female,27,Graduate,Software Engineer,6,Metro,7.91
5801,Male,34,Graduate,Software Engineer,6,Tier-2,7.32
5802,Male,30,Graduate,Software Engineer,5,Metro,8.64
5803,Female,29,Graduate,Data Analyst,6,Rural,3.5
5804,Female,44,Postgraduate,Manager,9,Metro,14.03
5805,Female,40,PhD,Consultant,19,Rural,11.83
5806,Female,32,PhD,Teacher,12,Metro,4.03
5807,Female,21,Graduate,Teacher,1,Rural,1.5
5808,Male,29,Graduate,Software Engineer,8,Tier-2,8.3
5809,Female,50,Postgraduate,HR Executive,22,Tier-2,7.04
5810,Female,30,Postgraduate,Data Analyst,4,Metro,5.08
5811,Male,39,Postgraduate,Manager,17,Rural,14.17
5812,Male,42,Postgraduate,Consultant,8,Metro,10.55
5813,Male,33,Postgraduate,HR Executive,13,Metro,7.57
5814,Female,26,Graduate,Technician,6,Tier-2,1.75
5815,Male,21,Graduate,Teacher,0,Metro,3.33
5816,Male,36,Postgraduate,Manager,9,Metro,16.99
5817,Female,26,Postgraduate,HR Executive,4,Tier-2,3.24
5818,Male,33,Graduate,Data Analyst,6,Metro,6.3
5819,Female,23,Graduate,Technician,0,Tier-2,2.14
5820,Female,30,PhD,Consultant,2,Tier-2,5.86
5821,Male,32,PhD,Research Scholar,9,Metro,7.02
5822,Male,33,Graduate,Software Engineer,7,Metro,9.6
5823,Male,24,Graduate,Software Engineer,0,Tier-2,4.88
5824,Male,40,Postgraduate,Manager,10,Tier-2,13.68
5825,Female,27,Graduate,Software Engineer,5,Metro,7.51
5826,Male,21,12th Pass,Sales Executive,1,Metro,3.18
5827,Male,31,Graduate,Teacher,5,Metro,4.36
5828,Male,32,Postgraduate,Data Analyst,1,Tier-2,3.19
5829,Male,33,Postgraduate,Data Analyst,2,Tier-2,4.01
5830,Male,41,Postgraduate,HR Executive,12,Metro,6.67
5831,Female,30,Postgraduate,Teacher,10,Tier-2,3.71
5832,Male,31,Postgraduate,Manager,11,Rural,12.06
5833,Male,24,Graduate,Teacher,1,Metro,2.56
5834,Female,37,Postgraduate,Manager,14,Tier-2,15.12
5835,Female,33,Graduate,Software Engineer,5,Rural,4.5
5836,Male,29,Graduate,Teacher,0,Rural,2.02
5837,Male,21,12th Pass,Technician,1,Metro,3.43
5838,Male,42,Postgraduate,HR Executive,17,Metro,9.57
5839,Male,23,Postgraduate,Consultant,3,Rural,5.06
5840,Female,27,Graduate,Software Engineer,2,Metro,6.2
5841,Male,34,Graduate,HR Executive,7,Metro,6.12
5842,Female,23,Graduate,Software Engineer,1,Metro,4.33
5843,Female,21,Graduate,Software Engineer,0,Tier-2,2.71
5844,Female,21,12th Pass,Technician,1,Metro,3.29
5845,Male,37,Graduate,HR Executive,1,Rural,2.76
5846,Male,28,Postgraduate,Consultant,5,Metro,8.77
5847,Male,52,Postgraduate,Consultant,32,Tier-2,23.27
5848,Female,25,Graduate,Technician,5,Metro,2.65
5849,Male,25,Graduate,Teacher,1,Metro,3.69
5850,Male,28,PhD,Teacher,5,Metro,3.41
5851,Male,33,PhD,Research Scholar,8,Rural,4.64
5852,Male,28,Graduate,HR Executive,6,Tier-2,5.13
5853,Female,36,Postgraduate,HR Executive,1,Tier-2,2.67
5854,Female,25,Graduate,Sales Executive,2,Tier-2,1.63
5855,Other,22,Graduate,Data Analyst,1,Metro,3.82
5856,Female,21,Graduate,HR Executive,0,Tier-2,3.36
5857,Male,21,Graduate,Teacher,0,Metro,1.5
5858,Male,28,Postgraduate,Data Analyst,6,Tier-2,5.78
5859,Male,29,Graduate,Technician,8,Metro,3.62
5860,Male,27,Postgraduate,Data Analyst,5,Tier-2,4.29
5861,Female,40,Graduate,Software Engineer,15,Tier-2,8.74
5862,Female,40,Graduate,Data Analyst,15,Metro,7.98
5863,Female,29,Graduate,Teacher,6,Metro,2.85
5864,Female,21,Graduate,Software Engineer,1,Metro,3.8
5865,Male,28,Postgraduate,Consultant,4,Rural,5.33
5866,Male,27,Postgraduate,HR Executive,5,Metro,5.71
5867,Female,27,Postgraduate,Manager,0,Metro,8.84
5868,Female,27,Graduate,Software Engineer,0,Metro,4.79
5869,Male,27,Graduate,Technician,1,Rural,1.5
5870,Male,29,Postgraduate,Data Analyst,3,Tier-2,3.11
5871,Male,27,PhD,Research Scholar,2,Metro,5.27
5872,Female,33,Graduate,Technician,8,Tier-2,2.49
5873,Male,34,Postgraduate,Data Analyst,6,Rural,4.49
5874,Male,25,Graduate,Data Analyst,5,Tier-2,4.79
5875,Female,40,Graduate,Data Analyst,16,Metro,9.87
5876,Female,25,Graduate,Software Engineer,4,Metro,5.23
5877,Male,21,Graduate,Technician,0,Metro,2.07
5878,Male,34,Graduate,Sales Executive,11,Metro,5.19
5879,Female,26,Graduate,Teacher,4,Tier-2,1.7
5880,Male,34,Postgraduate,HR Executive,3,Tier-2,3.94
5881,Male,21,Graduate,Software Engineer,0,Rural,2.46
5882,Other,41,Graduate,Software Engineer,8,Tier-2,6.63
5883,Female,36,Postgraduate,Manager,15,Metro,17.43
5884,Female,21,12th Pass,Technician,0,Tier-2,2.42
5885,Female,21,Graduate,Teacher,1,Tier-2,1.5
5886,Male,43,Postgraduate,Data Analyst,23,Metro,12.96
5887,Female,26,Postgraduate,Manager,2,Tier-2,7.54
5888,Other,26,Graduate,Software Engineer,4,Metro,5.01
5889,Female,21,Graduate,Software Engineer,0,Metro,4.69
5890,Female,29,Postgraduate,Teacher,8,Metro,4.14
5891,Female,30,Graduate,Teacher,4,Metro,3.34
5892,Female,37,Graduate,Teacher,0,Metro,1.91
5893,Male,22,Graduate,Data Analyst,2,Metro,5.6
5894,Male,21,Graduate,Sales Executive,0,Rural,1.5
5895,Male,35,Graduate,Software Engineer,14,Rural,7.91
5896,Male,39,Postgraduate,Teacher,5,Rural,3.08
5897,Male,21,12th Pass,Sales Executive,1,Rural,2.55
5898,Male,39,Graduate,Teacher,2,Rural,2.02
5899,Female,32,Postgraduate,Data Analyst,2,Tier-2,2.73
5900,Male,39,Graduate,Sales Executive,15,Rural,3.92
5901,Female,31,Postgraduate,Manager,9,Tier-2,12.06
5902,Male,21,12th Pass,Technician,0,Tier-2,2.55
5903,Male,30,Postgraduate,Consultant,8,Metro,10.47
5904,Female,39,Postgraduate,Manager,16,Tier-2,16.22
5905,Male,25,Postgraduate,Manager,4,Rural,7.78
5906,Female,29,Graduate,Teacher,9,Metro,4.47
5907,Female,30,Postgraduate,Teacher,6,Metro,3.27
5908,Male,21,12th Pass,Sales Executive,1,Metro,3.85
5909,Male,43,Postgraduate,Manager,5,Tier-2,11.65
5910,Male,25,Graduate,Software Engineer,0,Tier-2,3.99
5911,Female,35,Graduate,Teacher,0,Metro,1.5
5912,Female,31,Postgraduate,HR Executive,8,Metro,5.43
5913,Female,40,Graduate,HR Executive,11,Rural,3.56
5914,Male,34,Graduate,HR Executive,3,Tier-2,4.58
5915,Male,30,Graduate,Teacher,2,Metro,2.16
5916,Male,25,Postgraduate,Manager,5,Tier-2,11.87
5917,Male,37,Postgraduate,Manager,15,Metro,20.44
5918,Male,21,12th Pass,Technician,0,Metro,1.73
5919,Male,36,Postgraduate,Data Analyst,8,Rural,4.28
5920,Female,24,Graduate,Software Engineer,1,Rural,3.43
5921,Female,40,Graduate,Technician,10,Metro,3.67
5922,Male,33,Postgraduate,Data Analyst,3,Metro,3.89
5923,Female,36,Postgraduate,Manager,12,Metro,15.65
5924,Female,32,Graduate,HR Executive,6,Rural,3.03
5925,Female,21,12th Pass,Technician,0,Rural,1.5
5926,Male,25,Postgraduate,Teacher,2,Metro,3.66
5927,Female,36,Graduate,HR Executive,11,Metro,6.31
5928,Female,33,Graduate,Software Engineer,2,Metro,4.53
5929,Female,40,Postgraduate,Consultant,7,Rural,5.67
5930,Female,34,Postgraduate,Manager,13,Metro,16.24
5931,Male,25,Graduate,Technician,5,Metro,3.74
5932,Male,26,Postgraduate,Consultant,0,Tier-2,5.69
5933,Female,32,Graduate,HR Executive,8,Metro,5.94
5934,Male,21,Graduate,Software Engineer,1,Metro,6.04
5935,Male,43,Graduate,Teacher,16,Metro,5.12
